"","nbsp","sing.sp","FRic","qual.FRic","FEve","FDiv","FDis","RaoQ","CWM.FRESH_mass.g","CWM.DRY_mass.g","CWM.AREA_cm2","CWM.LDMC","CWM.SLA","CWM.HEIGHT_cm"
"60",5,5,0.589551031692933,0.766598157809159,0.85329435414651,0.489691977439818,1.98940688404996,4.339172687149,0.0125347161572052,0.00302838427947598,0.549319245165315,0.242338677886868,229.681064586066,4.71578914535246
"62",5,5,0.88850446514377,0.766598157809159,0.817535647716992,0.636642666406672,1.9115937687837,3.95681320870012,0.0104556612981942,0.00240941922889214,0.437084040995608,0.227295865083089,217.512221437796,4.17120741825281
"63",5,5,0.589551031692933,0.766598157809159,0.699949434382942,0.813596183890929,2.51415746629744,6.39811884776343,0.0216710686542095,0.00526781440268738,0.837577220239345,0.226809237841675,222.882151541599,3.81681629225278
"65",6,6,0.994112767634463,0.766598157809159,0.904338326376682,0.672930479347547,2.2385544656105,5.32349558349811,0.0167809337626495,0.00387858785648574,0.678629461821527,0.228700294168675,223.120410101049,4.73117203311868
"66",6,6,0.662598505729409,0.766598157809159,0.621266451080761,0.697416949760031,1.87380972962952,4.17348219533614,0.00952059421025901,0.00227508887760284,0.410786465210767,0.227970876847283,247.191427702008,3.10430573895378
"68",4,4,0.48394272920224,0.766598157809159,0.87563509424032,0.448649512725621,1.67004623270242,3.68080034810599,0.0125428571428571,0.00339761904761905,0.542295238095238,0.269582249190476,192.3227594573,4.65828571428572
"69",6,6,0.994112767634463,0.766598157809159,0.865414034133573,0.643616685829404,2.16793006398585,5.23922111381848,0.0153175518262586,0.00395678183613031,0.616768410661402,0.257396449042863,208.170417586812,3.6869070088845
"71",4,4,0.48394272920224,0.766598157809159,0.928935793060467,0.622409691297032,2.27437294930234,5.37791152238629,0.0217733162100457,0.00518390410958904,0.881702340182648,0.233358782501455,220.337676847363,5.47155251141553
"72",6,6,0.994112767634463,0.766598157809159,0.714748770500829,0.821113830515941,2.285560862503,5.51790102739711,0.0170056119980648,0.00352994678277697,0.618028156748912,0.188230078360668,216.221266878478,3.84292694726657
"74",3,3,0.48394272920224,0.766598157809159,0.75797606617821,0.636478206379434,1.84637408211736,4.12280669638075,0.0164812168231931,0.00329326255614537,0.703365128623928,0.184860259540956,280.069698416911,5.54567415271539
"75",5,5,0.88850446514377,0.766598157809159,0.684813799887284,0.735128235110897,1.84725333793321,3.91036919531949,0.00958918918918919,0.00212903474903475,0.349270849420849,0.211340019742471,206.04323731981,2.88462393822394
"77",5,5,0.894391697509307,0.766598157809159,0.640607535844786,0.74545399705362,1.81077895189122,4.22743150538655,0.0107442101950913,0.00223005034612964,0.401804657016992,0.18534294658241,242.413637333042,2.51306482064191
"78",2,2,NA,0.766598157809159,NA,NA,1.63700014292893,2.71766135243821,0.00892233836624081,0.00155516840882695,0.409370731707317,0.183361781635346,285.755745902682,4.25004258614015
"80",5,5,0.305680898259656,0.766598157809159,0.511415719901917,0.68286089002859,0.989366670350071,1.71837566191193,0.0040472009569378,0.000757200956937799,0.175633181818182,0.192115181889785,254.606664673031,1.95162488038278
"81",5,5,0.305680898259656,0.766598157809159,0.572434397259301,0.741100822325678,1.67110202925428,3.02011427552594,0.00703554502369668,0.00156403370194839,0.321514981569247,0.218701502695945,239.101658767753,3.65127119536598
"83",3,3,0.102472713608689,0.766598157809159,0.851202536270513,0.716705370836419,1.72589770164923,3.08599789987818,0.00856924762600438,0.00207874360847334,0.408569174579985,0.242111512795982,227.918931093234,4.72927684441198
"84",4,4,0.88850446514377,0.766598157809159,0.667815518790316,0.860522903341339,2.26647408084493,5.71903581254981,0.0157711234911792,0.00353398328690808,0.570871123491179,0.193952273997029,226.055133336751,2.67123119777159
"86",5,5,0.240592700448765,0.766598157809159,0.489218483015285,0.840638617338405,1.33268614913313,2.28075830816965,0.00445092622684433,0.0010351966200845,0.221773545661358,0.224704769091583,256.811607626465,2.55189730256744
"87",6,6,0.894391697509307,0.766598157809159,0.498425824106969,0.795980299668325,1.48442736920486,3.15338970721445,0.00748399023369376,0.00156449250087199,0.308942239274503,0.192646821788699,250.82089961556,2.46794140216254
"89",6,6,0.994112767634463,0.766598157809159,0.694897374136286,0.674901736419969,1.71087583876374,3.42883859922847,0.00725999252196672,0.00168674518601608,0.322447859412974,0.233465717762273,247.225793345782,2.98273097775285
"90",5,5,0.240592700448765,0.766598157809159,0.637752999206415,0.893091310080134,1.73170351567038,3.11958221952639,0.00753242355838293,0.00173624050892674,0.36178372665709,0.231425455916643,245.106551405686,4.05794213010466
